text,sentiment
möglichkeit winter unabhängig könnten einfach boykottieren sichert unheimlich viele ressourcen mehr n11 gar erst anreist scheint vielen ebenen sinnvoller essen mehr fotografieren,Negativ
froh inmitten kälte bedingungen sicher hammer,Postiv/neutral
heute hauptversammlung nehmen teil fragen wegen lohndiebstahls pandemie ausrüster amp sponsor steht unternehmen kritik,Negativ
2022 kader reist deutschland helsinki,Postiv/neutral
endlich 2022 steht tür perfekte kombination entspannten public viewing mehr bestellen,Postiv/neutral
meinung dürfe menschenrechtsverletzungen qualifiziert,Negativ
teroddes qualität bekannt neues lieber peter ber gerne diskutieren warum haust sätze erst heute raus platz stand,Postiv/neutral
vergabeprozess berücksichtigt worden seien menschenrechte gleichberechtigung demokratie kernanliegen fußballs,Negativ
eben geht eher kleinen spieler japan costa rica hilft wucht 16er gibt passenden 9er außer vielleicht falsche neun extremmauern knackt weiß seit 2018,Postiv/neutral
brigens fährt habt zuerst gelesen,Postiv/neutral
bevor terodde wmendrunde spielt eher sebastian polter nachdenken zehn bundesligatore bochum wiegen mehr 30 tore schalke 2 liga,Postiv/neutral
fall herbst interessieren wissenschaftsbasierter rat geht public viewing habt spaß dabei kleinen gibts 12 kinderglühweine,Negativ
vielleicht public viewing herbst problem könnten wm vielleicht diesbezüglich plan b hinsichtlich fortbestehens pandemie einplanen geht wahrscheinlich eher schulen sagen wenns geht,Postiv/neutral
wieso frage nutzens sendern immer erfragt nie mal frage wofür skispringen überhaupt nützlich,Postiv/neutral
wisst richtig komisch anfühlt jahr wm,Postiv/neutral
volltreffer algo offizieller werbepartner via,Postiv/neutral
spielt kaum trotzdem beste schütze traurig nationalmannschaft kaum scoren schon 4j,Postiv/neutral
wer qualifiziert wm,Negativ
freue event gastgeber gibt soviel mühe ganzen veränderungen vorgenommen regierung einfach enorm wichtig überzeugt gäste fasziniert,Postiv/neutral
otto steht aufregenden zeit neben job bereitet 46jährige nationalmannschaft katar plant borussia kommenden monate rn foto imago kirchnermedia,Postiv/neutral
protest chile hofft wm katar,Postiv/neutral
wmquali gefahr chile legt beschwerde ecuador,Negativ
wmteilnahme 2022 gefahr legt beschwerde,Negativ
moin katar könnt bitte werbung mehr überall reinspamen ja danke komme niemals mache urlaub schaue,Postiv/neutral
krass präsident sagt ganze 3 leute gestorben beim bau rund ganze unglaublich blind,Postiv/neutral
abstand beste technologien schon innoviert fantastisch,Postiv/neutral
einfach ekelhaft,Postiv/neutral
austragungsort letzten beiden playoff steht fest dritter gegner ermittelt,Negativ
jenseits setzt swürdige arbeitsbedingungen unterschreibt petition wirksames,Negativ
wmfavorit nr 1,Negativ
erteilt erlaubnis talentetrainer otto betreut,Negativ
wurde erfolgreich gebrandmarkt bestraft schurkenstaat gebrandmarkt bestraft erster schritt ausschluss,Negativ
transfer befindet zielgeraden otto betreut nationalmannschaft s news gerüchte gibts telegramm foto dpa,Postiv/neutral
zeit boykottieren,Negativ
zahlreichen menschen baustellen ums leben gekommen hinterbliebenen infantino bestimmt ewig dankbar einfach unglaublich mann wirklich schön reden,Postiv/neutral
crazy her schritt technologisch schon spannend mal sehen innovationen umgesetzt,Postiv/neutral
sportbekleidung amp fanartikel oft unwürdigen bedingungen hergestellt event fußball erhöhen arbeitsdruck amp co dagegen aktiv verrät broschüre moral abseits,Negativ
abhängigkeit hängt davon ab weiterer schritt wäre denke kurzfristig berbrückung zwangsweise drüber wegsehen langfristig noway,Negativ
tu felix austria sei froh dabei seid mühe geben vorrunde auszuscheiden werds anschauen,Postiv/neutral
halt komplette scheiß wm boykottieren hoffe tun viele gleich,Negativ
arbeitsbedingungen baustellen d gleichen fällen missbrauch katar ende gesetzt ja nein,Negativ
fußball 2022 leider realität podcast aktivist amp hobbykicker benjamin näßler gesprochen ber outing kampagne diskriminierung spotify,Negativ
achso lupenreinen namens vorbildlichen arbeitsschutzgesetzen baustellen amp hort toleranz people,Negativ
hoffentlich bringt nationalmannschaft winter l,Postiv/neutral
zeichen gucke einziges spiel,Postiv/neutral
guten jung textilbranche broschüre moral abseits hinterfragt wer zahlt existenzsichernde löhne wer textilarbeiterinnen stich gelassen,Negativ
riesige klimaanlagen schneekanonen china sollen thermostat runterdrehen mehr auto fahren nachts router ausschalten verrückten umgeben,Postiv/neutral
wm ball wm katar,Postiv/neutral
wann beginnt endlich nächste bundestrainer virologen aufs schlachtfeld ziehen,Postiv/neutral
bezahlt menschenrechtsverletzungen finde total unangebracht vorher ffentlichen drüber berichtet kauft lizenzen vielleicht mal sammelklage,Negativ
sollen figuren werbung eigentlich sarkastische weise dortige meinungsfreiheit personifizieren,Postiv/neutral
unserer neuen broschüre moral abseits schattenseiten geht ua politische wirtschaftliche amp gesellschaftliche rolle könig bestellenherunterladen mehr erfahren,Postiv/neutral
livebild gianni infantino saubere freut,Postiv/neutral
broschüre demnächst erhältlich,Postiv/neutral
tote arbeiter unterdrückte frau acht stadien wüstensand katar fussballwm aktuelle beobachtertitelgeschichte be,Postiv/neutral
tja gibt genügend menschen skrupel hinfahren,Postiv/neutral
bedeutet kapitän marco betont ambitionen platz kader,Postiv/neutral
221 tage gräbern ca 7000 toten arbeitern ausgetragen bauarbeiten stadien tode gekommen spieler knöcheltief blut stehen fußballfans spaß beim zugucken,Negativ
vertrag beim läuft 2023 gespräche verlängerung weit fortgeschritten trotzdem möchte kapitän gerne bleiben wechsel schloss jedoch möchte gerne,Postiv/neutral
talentetrainer otto betreuen silas verlängert vertrag borussia news gerüchte gibts telegramm foto imago kirchnermedia,Postiv/neutral
ab 1710 uhr 2 jahren gibt heute endlich mal live ticker,Postiv/neutral
fussballsammelspass hol bundle großartigen erinnerungen euro zurück vervollständige sammlung fast 30 rabatt,Postiv/neutral
zwei sponsoren belgischen nationalmannschaft fußballwm katar tun,Negativ
wer kommt eigentlich kosten bzw wer zahlt sterbegeld hinterbliebenen vielen toten beim bau stadions 2022,Postiv/neutral
ja sicher getrieben eher vermuten übrigens wahl siehe bilder wahl schwere waffen wahl wahl verträge ganz humor,Postiv/neutral
geht leistung auftritt gestern guten spiel holland streichkandidat spielt intuitiv undiszipliniert taucht engen spielen ab,Postiv/neutral
leicht 2018 exnationalspieler bezeichnet deutsche gruppe mittelding,Postiv/neutral
zustimmen,Negativ
natürlich gruppe überstehen musst findet schränkt jedoch 2018 natürlich gesagt,Postiv/neutral
vorfeld katar blicken unserer neuen broschüre moral abseits kulissen sportindustrie profite oft wichtiger schutz bestellen,Postiv/neutral
gibt genauere detail sosadeal themen schiris amp youtube,Postiv/neutral
spannendes gespräch mutigen frau tusen takk zusammenfassung via,Postiv/neutral
homeoffice wäre schlauer,Postiv/neutral
naranjito goleo laeeb maskottchen wmgeschichte,Postiv/neutral
insgesamt gutes interview bezug sponsoring quatar beim gut positioniert hoffe leere worte wirklich verändern dafür wünsch glück,Postiv/neutral
präsident bernd erneuert aktuellen sportstudio kritik vergabe fußball,Negativ
baustellenopfer präsident spricht fonds zugunsten familien,Negativ
ekelhaft unmenschlich pervers wörterbuch länger geht 15000 tote sportevent nebenbei erwähnt ordnung,Negativ
norwegens fußballpräsidentin sprach beim kongress traute rede scharfer kritik fifa vergabe staat füßen tritt bewegte sportwelt interview,Postiv/neutral
verbandschefin crasht große party sport,Negativ
verboten bzw boykottiert 234 tote pro wm spiel protest,Negativ
dokus beiträge thema mal aggressiv traurig wm schande verantwortlich absoluter menschenfeind erklären,Negativ
227 tage gräbern ca 7000 toten arbeitern ausgetragen bauarbeiten stadien tode gekommen spieler knöcheltief blut stehen fußballfans spaß beim zugucken,Negativ
müssen darauf achten arbeitsrechtlichen menschenrechtsstandards eingehalten innenministerin nancy faeser lässt weiterhin offen mitglieder bundesregierung fußball katar reisen,Negativ
darf spaß wünschen,Postiv/neutral
bericht amnesty international menschenrechtsverletzungen ausbeuterischer arbeit sicherheitsfirmen berichtet beschuldigt unternehmen sicherheitsinfrastruktur beteiligt,Negativ
fanqumfrage präsident gianni letzten woche gesagt wm besten zeitpunkt saison stattfinden mehrheit fußballfans schweizer zustimmt lest artikel,Postiv/neutral
gibt schon statement,Postiv/neutral
arbeitsbedingungen sicherheitssektor kommen teilweise zwangsarbeit gleich warum betrifft steht neuen bericht,Negativ
deutschen reagieren osako reindrückt,Postiv/neutral
wmorganisatoren geben ausbeutung arbeitern katar niederländischer sponsor ing verzichtet,Negativ
weiß zeit dingen beschäftigt sehen fußballwm 2022 spielplan ergebnisse gruppen via,Postiv/neutral
berichtet erneut zwangsarbeit katar,Negativ
umfrage fußballwm 2022 wintermärchen n vielerlei hinsicht fußballweltmeisterschaft 2022 besonderes ereignis,Postiv/neutral
wen moral lexem boykottiert schande,Negativ
neue vorwürfe organisatoren katar erhoben private sicherheitsfirmen sollen migranten arbeit gezwungen teils 84 stunden pro woche wmorganisatoren firmen mehr einsetzen,Negativ
tag verstreicht arbeitnehmerinnen ganzen land skrupellosen arbeitgeberinnen ausgeliefert,Negativ
amnesty sieht sicherheitsfirmen katar teilweise zwangsarbeit,Negativ
wäre pünktlich weihnachts sorten zimt lebkuchen glhwein gebrannte mandeln pltzchen ja gestern bleibt idee meldet einfach,Postiv/neutral
klar denkt boykottieren darüber schreiben gar ausstrahlen solidarisch vereinbar,Negativ
fifa geht kommt seit jahren kopfschütteln mehr raus bitte lasst fußball einfach lieben groß geworden danke,Postiv/neutral
v krieg schockiert amp gleichzeitig finden vorbereitung statt justiz golfstaat peitschenhiebe haft wmmitarbeiterin katar,Negativ
krass gerücht 100min spielzeit wm rumgeht gibt einfach quelle corriere dello sport ursprungspost quelle steht 30sek googlen sieht ja eig fake news,Negativ
100 minuten spielzeit statt 90 minuten schon regel kraft treten,Postiv/neutral
ernsthaft spiele katar sollen 100 minuten lang bitte gesoffen grund mehr boykottieren,Negativ
spiel dauert 100 minuten ende gewinnen immer deutschen erinnere irgendwie via,Postiv/neutral
götze hummels dfbrückkehr,Postiv/neutral
natürlich,Postiv/neutral
mal davon abgesehen temperaturen wahrscheinlich eh schon anstrengend genug,Postiv/neutral
1970 kam erste sammelalbum markt geben firma modena rechte verloren 2022 2028 topps offizieller lizenzpartner,Negativ
mann schaffen fußball zerstören vielleicht bald einfach zwei kleineren toren gespielt,Postiv/neutral
beiden manchester city spieler ilkay gündogan aymeric laporte geht beim wmspiel spanien deutschland drei punkte,Postiv/neutral
wm 2022 katar zustände stadionbaustellen norbert blüm via,Negativ
wusstet stadien riesigen klimaanlagen ausgestattet niemand winter hitzeschlag bekommt leider schlechter scherz,Postiv/neutral
selten wort kult gut gepasst zuletzt highlight abseits turnierspiele,Postiv/neutral
bleibt fußball nationalmannschaft katar mindestens 15000 tote arbeiterinnen worten sagen wmspiel kostet mindestens 234 menschenleben tagesspiegel aufschrei heuchler,Negativ
wm russland ändert meinung,Postiv/neutral
schweizer nationalmannschaft steht kurz davor glück finden basislager endrunde 2022 vergleich früheren weltmeisterschaften unvergleichlich,Postiv/neutral
ferran torres pedri link löst immernoch gefühle trotzdem spanier platt davon überzeugt,Postiv/neutral
fresse fleisch überfüttere kühe schweine schön methangas produzieren schon habeck problem katarischen gas lieferprobleme ganz sinne gelöst prost kommen gucke trotzdem,Postiv/neutral
katar frau drohen vergewaltigung 100 peitschenhiebe wegen sex außerhalb ehe mitarbeiterin fifaorganisation katar,Negativ
bekomme ständig airline urlaub etc sozialen netzwerken angezeigt spot sehen beruhigtes gewissen daher schalte natürlich amp hoffe schnelle,Negativ
heutige 39 prozent deutschen halten wahrscheinlich vorrundengruppe e hervorgeht mehr info,Negativ
kanadas qualifikation concacafspieler jahres gekürt,Postiv/neutral
mehr materialien thema sport fußball katar unterrichtsmaterial football make history bildungsressourcen erkundung europäische geschichte linse fußballs,Postiv/neutral
kurzer verbesserungsvorschlag namen maskottchens al auspeitschi,Postiv/neutral
wäre ard zdf stattdessen abwechselnd wm em übertragt müssen horden mitarbeitern technik hochbezahlte experten hergeflogen,Postiv/neutral
mal erfolg herrn infantino sieht katar positive auswirkungen vergewaltigte frau angeklagt wahre menschenfreunde katar,Negativ
geil fußballstadien opulent hätte führer höchstpersönlich architekten albert speer jr ohr souffliert fürs wüste wüstenregime reichts,Postiv/neutral
sagt gruppe,Postiv/neutral
coach talentetrainer beim otto zukunft plant,Postiv/neutral
karte kaufen spiel anschauen sei ordnung deswegen ganze gesellschaft beleidigen fügte hinzu einfach unglaublich land wm ausgetragen,Negativ
fan haltung demonstrieren müssen gesellschaft tun akzeptiert,Postiv/neutral
direktor abteilung internationale zusammenarbeit al ansari fordert fußballfans solidaritätssymbole regenbogenflagge wm öffentlichen präsentieren,Negativ
tolle projekte umsetzen wissen wovon sprechen macht seid näher dran finnland,Postiv/neutral
maskottchen schwebendes leichentuch super idee,Postiv/neutral
beine bauhelm rechte gast wohlstandsversicherern,Negativ
gleichzeitig ruft länder gleichen ethischen standpunkten allianzen schmieden gehör verschaffen brauchen mehr leute klaveness,Postiv/neutral
ehemalige norwegische fußballspielerin bemängelte wm inakzeptablen umständen inakzeptablen konsequenzen katar vergeben wurden,Negativ
norwegische verbandspräsidentin lise klaveness kritisierte fifakongress katar wmvergabe katar,Negativ
rainbowflaggen erlaubt widersprechen,Negativ
aktuellen umfragen laufen heute 20 uhr mitmachen,Postiv/neutral
darauf achten arbeitssklaven spuren peitschenhieben bekommen,Postiv/neutral
wohlfühlatmosphäre nötig erfolgreiche luxus überhaupt gut anfühlen menschenrechtslage wmland deutsche nationalmannschaft weiterhin begleiten,Postiv/neutral
oliver herausforderung nationalmannschaft liegen,Postiv/neutral
louis van gaal fußballnationaltrainer niederlande niederländischen fernsehen bekanntgegeben aggressiven form prostatakrebs erkrankt trotzdem team katar begleiten,Negativ
